rank,symbol,company_name,market_cap,stock_price_cad,percent_change,revenue,exchange,source_url,yahoo_symbol,sector,industry,long_name,quote_type,lookup_status
735,SLT.U,Saltire Capital Ltd.,45.15M,3.4,-2.86%,67.29M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SLT-U.TO,Technology,Computer Hardware,Saltire Capital Ltd.,EQUITY,success
736,SFD,NXT Energy Solutions Inc.,44.82M,0.39,-,16.35M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SFD.TO,Energy,Oil & Gas Equipment & Services,NXT Energy Solutions Inc.,EQUITY,success
737,GVC,Glacier Media Inc.,44.58M,0.34,-,137.51M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GVC.TO,Communication Services,Publishing,Glacier Media Inc.,EQUITY,success
738,ILLM,illumin Holdings Inc.,42.50M,0.87,4.82%,143.59M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ILLM.TO,Communication Services,Advertising Agencies,illumin Holdings Inc.,EQUITY,success
739,UNI,Unisync Corp.,41.64M,2.19,-0.45%,88.17M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,UNI.TO,Consumer Cyclical,Apparel Manufacturing,Unisync Corp.,EQUITY,success
740,BCT,BriaCell Therapeutics Corp.,40.17M,5.51,-0.54%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BCT.TO,Healthcare,Biotechnology,BriaCell Therapeutics Corp.,EQUITY,success
741,BYL,Baylin Technologies Inc.,38.96M,0.255,-,76.31M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BYL.TO,Technology,Communication Equipment,Baylin Technologies Inc.,EQUITY,success
742,GRN,Greenlane Renewables Inc.,36.71M,0.225,-2.17%,44.43M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GRN.TO,Industrials,Specialty Industrial Machinery,Greenlane Renewables Inc.,EQUITY,success
743,HOT.UN,American Hotel Income Properties REIT LP,36.59M,0.51,8.51%,257.47M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HOT-UN.TO,Real Estate,REIT - Hotel & Motel,American Hotel Income Properties REIT LP,EQUITY,success
744,LABS,MediPharm Labs Corp.,36.11M,0.085,-,45.12M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,LABS.TO,Healthcare,Drug Manufacturers - Specialty & Generic,MediPharm Labs Corp.,EQUITY,success
745,MBX,Microbix Biosystems Inc.,35.20M,0.255,-,16.76M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MBX.TO,Healthcare,Biotechnology,Microbix Biosystems Inc.,EQUITY,success
746,ORIO,Orion Digital Corp.,33.25M,1.39,-0.71%,40.66M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ORIO.TO,Technology,Software - Infrastructure,Orion Digital Corp.,EQUITY,success
747,BKI,Black Iron Inc.,33.23M,0.1,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BKI.TO,Basic Materials,Other Industrial Metals & Mining,Black Iron Inc.,EQUITY,success
748,NPS,Canadian Large Cap Leaders Split Corp.,32.77M,15.17,-0.26%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NPS.TO,Financial Services,Asset Management,,EQUITY,success
749,TGO,TeraGo Inc.,32.38M,0.82,-1.20%,25.36M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TGO.TO,Communication Services,Telecom Services,TeraGo Inc.,EQUITY,success
750,RVX,Resverlogix Corp.,31.67M,0.095,-5.00%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,RVX.TO,Healthcare,Biotechnology,Resverlogix Corp.,EQUITY,success
751,NVO,Novo Resources Corp.,31.35M,0.08,6.67%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NVO.TO,Basic Materials,Gold,Novo Resources Corp.,EQUITY,success
752,AMC,Arizona Metals Corp.,31.00M,0.205,-8.89%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AMC.TO,Basic Materials,Other Industrial Metals & Mining,Arizona Metals Corp.,EQUITY,success
753,WCM.A,Wilmington Capital Management Inc.,29.89M,2.4,-,1.25M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WCM-A.TO,Financial Services,Asset Management,Wilmington Capital Management Inc.,EQUITY,success
754,WCM.B,Wilmington Capital Management Inc.,29.89M,2.3,-,1.25M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WCM-B.TO,Financial Services,Asset Management,Wilmington Capital Management Inc.,EQUITY,success
755,SVB,"Silver Bull Resources, Inc.",28.84M,0.58,-1.69%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SVB.TO,Basic Materials,Other Industrial Metals & Mining,"Silver Bull Resources, Inc.",EQUITY,success
756,YRB,Yorbeau Resources Inc.,28.52M,0.06,-,71.20K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,YRB.TO,Basic Materials,Gold,Yorbeau Resources Inc.,EQUITY,success
757,INO.UN,Inovalis Real Estate Investment Trust,28.47M,0.79,-7.06%,17.45M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,INO-UN.TO,Real Estate,REIT - Office,Inovalis Real Estate Investment Trust,EQUITY,success
758,MSV,Minco Silver Corporation,27.42M,0.45,1.12%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MSV.TO,Basic Materials,Silver,Minco Silver Corporation,EQUITY,success
759,BU,Burcon NutraScience Corporation,26.91M,2.12,-,1.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BU.TO,Consumer Defensive,Packaged Foods,Burcon NutraScience Corporation,EQUITY,success
760,CWL,The Caldwell Partners International Inc.,26.55M,0.92,2.22%,115.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CWL.TO,Industrials,Staffing & Employment Services,The Caldwell Partners International Inc.,EQUITY,success
761,SFI,Solution Financial Inc.,23.13M,0.275,-,11.32M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SFI.TO,Consumer Cyclical,Auto & Truck Dealerships,Solution Financial Inc.,EQUITY,success
762,AEG,Aegis Brands Inc.,23.03M,0.27,-,16.90M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AEG.TO,Consumer Cyclical,Restaurants,Aegis Brands Inc.,EQUITY,success
763,BEK.B,The Becker Milk Company Limited,22.80M,12.61,-,3.06M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BEK-B.TO,Real Estate,Real Estate Services,The Becker Milk Company Limited,EQUITY,success
764,GRC,Gold Springs Resource Corp.,22.64M,0.09,12.50%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GRC.TO,Basic Materials,Gold,Gold Springs Resource Corp.,EQUITY,success
765,GEC,Global Education Communities Corp.,22.55M,0.33,-,29.83M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GEC.TO,Consumer Defensive,Education & Training Services,Global Education Communities Corp.,EQUITY,success
766,PPR,Prairie Provident Resources Inc.,22.21M,0.475,-5.00%,36.94M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PPR.TO,Energy,Oil & Gas E&P,Prairie Provident Resources Inc.,EQUITY,success
767,FOOD,Goodfood Market Corp.,20.40M,0.21,2.44%,105.76M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FOOD.TO,Consumer Cyclical,Personal Services,Goodfood Market Corp.,EQUITY,success
768,BR,Big Rock Brewery Inc.,19.66M,0.71,-11.25%,49.09M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BR.TO,Consumer Defensive,Beverages - Brewers,Big Rock Brewery Inc.,EQUITY,success
769,BNG,Bengal Energy Ltd.,19.41M,0.04,-,3.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BNG.TO,Energy,Oil & Gas E&P,Bengal Energy Ltd.,EQUITY,success
770,DIAM,Star Diamond Corporation,19.35M,0.03,20.00%,-33.00K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DIAM.TO,Basic Materials,Other Precious Metals & Mining,Star Diamond Corporation,EQUITY,success
771,KRN,Karnalyte Resources Inc.,19.18M,0.37,2.78%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,KRN.TO,Basic Materials,Agricultural Inputs,Karnalyte Resources Inc.,EQUITY,success
772,AVCN,Avicanna Inc.,17.61M,0.14,-3.45%,25.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AVCN.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Avicanna Inc.,EQUITY,success
773,WRX,Western Resources Corp.,16.33M,0.04,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WRX.TO,Basic Materials,Other Industrial Metals & Mining,Western Resources Corp.,EQUITY,success
774,ADCO,Adcore Inc.,14.92M,0.245,-4.08%,32.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ADCO.TO,Technology,Software - Application,Adcore Inc.,EQUITY,success
775,CTX,Crescita Therapeutics Inc.,14.15M,0.76,-,21.12M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CTX.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Crescita Therapeutics Inc.,EQUITY,success
776,ACD,Accord Financial Corp.,12.75M,1.48,0.68%,17.62M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ACD.TO,Financial Services,Credit Services,Accord Financial Corp.,EQUITY,success
777,HWO,High Arctic Energy Services Inc,10.79M,0.81,-4.71%,10.64M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HWO.TO,Energy,Oil & Gas Equipment & Services,High Arctic Energy Services Inc,EQUITY,success
778,MPVD,Mountain Province Diamonds Inc.,10.63M,0.05,-,155.73M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MPVD.TO,Basic Materials,Other Precious Metals & Mining,Mountain Province Diamonds Inc.,EQUITY,success
779,ELEF,Silver Elephant Mining Corp.,10.33M,0.175,-2.78%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ELEF.TO,Basic Materials,Other Industrial Metals & Mining,Silver Elephant Mining Corp.,EQUITY,success
780,BRY,Bri-Chem Corp.,9.38M,0.31,-12.68%,75.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BRY.TO,Energy,Oil & Gas Equipment & Services,Bri-Chem Corp.,EQUITY,success
781,AVNT,Avant Brands Inc.,8.69M,0.59,1.72%,34.36M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AVNT.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Avant Brands Inc.,EQUITY,success
782,VRTS,Vertiqal Studios Corp.,8.66M,0.005,-50.00%,5.83M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,VRTS.TO,Communication Services,Electronic Gaming & Multimedia,Vertiqal Studios Corp.,EQUITY,success
783,EAGR,East Side Games Group Inc.,8.46M,0.11,-,77.58M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,EAGR.TO,Communication Services,Electronic Gaming & Multimedia,East Side Games Group Inc.,EQUITY,success
784,CSCI,COSCIENS Biopharma Inc.,8.37M,2.64,0.38%,10.28M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CSCI.TO,Healthcare,Biotechnology,COSCIENS Biopharma Inc.,EQUITY,success
785,KLS,Kelso Technologies Inc.,8.02M,0.14,-3.45%,14.79M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,KLS.TO,Industrials,Railroads,Kelso Technologies Inc.,EQUITY,success
786,EGLX,Enthusiast Gaming Holdings Inc.,6.37M,0.045,12.50%,32.03M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,EGLX.TO,Communication Services,Internet Content & Information,Enthusiast Gaming Holdings Inc.,EQUITY,success
787,CJR.B,Corus Entertainment Inc.,5.98M,0.035,16.67%,1.03B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CJR-B.TO,Communication Services,Entertainment,Corus Entertainment Inc.,EQUITY,success
788,APS,Aptose Biosciences Inc.,5.10M,2,-15.25%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,APS.TO,Healthcare,Biotechnology,Aptose Biosciences Inc.,EQUITY,success
789,FMR,Future Mineral Resources Inc.,5.08M,0.29,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FMR.TO,Basic Materials,Other Industrial Metals & Mining,Future Mineral Resources Inc.,EQUITY,success
790,AAB,Aberdeen International Inc.,4.82M,0.03,-,-684.94K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AAB.TO,Financial Services,Asset Management,Aberdeen International Inc.,EQUITY,success
791,CFF,Conifex Timber Inc.,4.48M,0.115,4.55%,142.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CFF.TO,Basic Materials,Lumber & Wood Production,Conifex Timber Inc.,EQUITY,success
792,CNT,Century Global Commodities Corporation,4.14M,0.035,-12.50%,13.82M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CNT.TO,Consumer Defensive,Food Distribution,Century Global Commodities Corporation,EQUITY,success
793,AUMN,Golden Minerals Company,3.64M,0.28,5.66%,405.29K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AUMN.TO,Basic Materials,Other Precious Metals & Mining,Golden Minerals Company,EQUITY,success
794,CRWN,Crown Capital Partners Inc.,3.59M,0.6,-,98.38M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CRWN.TO,Financial Services,Credit Services,Crown Capital Partners Inc.,EQUITY,success
795,MKZ.UN,Mackenzie Master Limited Partnership,3.07M,0.49,-,778.04K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MKZ-UN.TO,Financial Services,Asset Management,Mackenzie Master Limited Partnership,EQUITY,success
796,APLI,Appili Therapeutics Inc.,2.65M,0.015,-25.00%,206.31K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,APLI.TO,Healthcare,Biotechnology,Appili Therapeutics Inc.,EQUITY,success
797,RPR.UN,Ravelin Properties REIT,2.02M,0.025,-,185.29M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,RPR-UN.TO,Real Estate,REIT - Office,,EQUITY,success
798,BABY,Else Nutrition Holdings Inc.,1.48M,0.03,-,6.03M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BABY.TO,Consumer Defensive,Packaged Foods,Else Nutrition Holdings Inc.,EQUITY,success
799,IOM,Assure Holdings Corp.,2.50K,20.2,-2.89%,-5.85M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IOM.TO,,,,,success
