rank,symbol,company_name,market_cap,stock_price_cad,percent_change,revenue,exchange,source_url,yahoo_symbol,sector,industry,long_name,quote_type,lookup_status
158,H,Hydro One Limited,35.12B,59.36,1.38%,9.04B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,H.TO,Utilities,Utilities - Regulated Electric,Hydro One Limited,EQUITY,success
159,STZ,"Constellation Brands, Inc.",34.70B,11.76,-5.85%,12.46B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,STZ.TO,,,"Constellation Brands, Inc.",ETF,success
160,WSP,WSP Global Inc.,30.88B,229.84,0.35%,18.29B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WSP.TO,Industrials,Engineering & Construction,WSP Global Inc.,EQUITY,success
161,BEP.UN,Brookfield Renewable Partners L.P.,30.48B,45.27,1.59%,8.85B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BEP-UN.TO,Utilities,Utilities - Renewable,Brookfield Renewable Partners L.P.,EQUITY,success
162,BCE,BCE Inc.,30.42B,32.76,0.43%,24.47B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BCE.TO,Communication Services,Telecom Services,BCE Inc.,EQUITY,success
163,PAAS,Pan American Silver Corp.,29.38B,69.62,-0.04%,4.96B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PAAS.TO,Basic Materials,Gold,Pan American Silver Corp.,EQUITY,success
164,LUN,Lundin Mining Corporation,28.74B,33.97,1.13%,5.56B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LUN.TO,Basic Materials,Copper,Lundin Mining Corporation,EQUITY,success
165,BBD.A,Bombardier Inc.,27.56B,278.77,-3.54%,13.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BBD-A.TO,Industrials,Aerospace & Defense,Bombardier Inc.,EQUITY,success
166,BBD.B,Bombardier Inc.,27.56B,280.97,0.57%,13.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BBD-B.TO,Industrials,Aerospace & Defense,Bombardier Inc.,EQUITY,success
167,T,TELUS Corporation,26.79B,17.11,-0.29%,20.35B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,T.TO,Communication Services,Telecom Services,TELUS Corporation,EQUITY,success
168,RBA,"RB Global, Inc.",26.56B,145.8,1.89%,6.58B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RBA.TO,Industrials,Specialty Business Services,"RB Global, Inc.",EQUITY,success
169,RCI.A,Rogers Communications Inc.,26.51B,49.92,-,22.22B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RCI-A.TO,Communication Services,Telecom Services,Rogers Communications Inc.,EQUITY,success
170,RCI.B,Rogers Communications Inc.,26.51B,48.92,0.12%,22.22B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,RCI-B.TO,Communication Services,Telecom Services,Rogers Communications Inc.,EQUITY,success
171,TOU,Tourmaline Oil Corp.,25.97B,66.89,1.43%,4.59B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TOU.TO,Energy,Oil & Gas E&P,Tourmaline Oil Corp.,EQUITY,success
172,FM,First Quantum Minerals Ltd.,25.71B,31.41,1.19%,7.61B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FM.TO,Basic Materials,Copper,First Quantum Minerals Ltd.,EQUITY,success
173,CDE,"Coeur Mining, Inc.",24.72B,23.82,-0.58%,2.84B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CDE.TO,Basic Materials,Gold,"Coeur Mining, Inc.",EQUITY,success
174,OVV,Ovintiv Inc.,24.26B,85.06,-0.72%,11.88B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OVV.TO,Energy,Oil & Gas E&P,Ovintiv Inc.,EQUITY,success
175,SMCI,"Super Micro Computer, Inc.",22.81B,9.01,-0.88%,38.47B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SMCI.TO,,,"Super Micro Computer, Inc.",ETF,success
176,BIP.UN,Brookfield Infrastructure Partners L.P.,22.38B,49.06,0.86%,33.51B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BIP-UN.TO,Utilities,Utilities - Diversified,Brookfield Infrastructure Partners L.P.,EQUITY,success
177,AGI,Alamos Gold Inc.,22.34B,53.26,0.11%,2.89B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AGI.TO,Basic Materials,Gold,Alamos Gold Inc.,EQUITY,success
178,MG,Magna International Inc.,22.06B,82.14,1.38%,59.08B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MG.TO,Consumer Cyclical,Auto Parts,Magna International Inc.,EQUITY,success
179,EMA,Emera Incorporated,21.88B,71.64,0.14%,8.78B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EMA.TO,Utilities,Utilities - Regulated Electric,Emera Incorporated,EQUITY,success
180,LUG,Lundin Gold Inc.,21.22B,87.9,0.15%,2.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LUG.TO,Basic Materials,Gold,Lundin Gold Inc.,EQUITY,success
181,BNT,Brookfield Wealth Solutions Ltd.,20.37B,62.07,1.22%,15.95B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BNT.TO,Financial Services,Insurance - Diversified,Brookfield Wealth Solutions Ltd.,EQUITY,success
182,LULU,lululemon athletica inc.,20.19B,5.59,-1.24%,15.06B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LULU.TO,,,lululemon athletica inc.,ETF,success
183,WCP,Whitecap Resources Inc.,19.52B,16.18,0.62%,6.15B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WCP.TO,Energy,Oil & Gas E&P,Whitecap Resources Inc.,EQUITY,success
184,MRU,Metro Inc.,18.99B,89.64,-0.50%,22.18B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MRU.TO,Consumer Defensive,Grocery Stores,Metro Inc.,EQUITY,success
185,GIB.A,CGI Inc.,18.95B,90.16,-0.35%,16.34B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GIB-A.TO,Technology,Information Technology Services,CGI Inc.,EQUITY,success
186,EDV,Endeavour Mining plc,18.83B,79.28,1.89%,6.34B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EDV.TO,Basic Materials,Gold,Endeavour Mining plc,EQUITY,success
187,GFL,GFL Environmental Inc.,18.58B,50.38,-2.02%,6.70B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GFL.TO,Industrials,Waste Management,GFL Environmental Inc.,EQUITY,success
188,ARX,ARC Resources Ltd.,18.01B,31.94,0.44%,6.40B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ARX.TO,Energy,Oil & Gas E&P,ARC Resources Ltd.,EQUITY,success
189,TIH,Toromont Industries Ltd.,17.76B,219.99,1.01%,5.34B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TIH.TO,Industrials,Industrial Distribution,Toromont Industries Ltd.,EQUITY,success
190,IGM,IGM Financial Inc.,17.64B,77.1,1.98%,4.31B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IGM.TO,Financial Services,Asset Management,IGM Financial Inc.,EQUITY,success
191,SAP,Saputo Inc.,16.54B,41.32,0.73%,18.99B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SAP.TO,Consumer Defensive,Packaged Foods,Saputo Inc.,EQUITY,success
192,BEPC,Brookfield Renewable Corporation,16.53B,50.04,3.43%,5.17B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BEPC.TO,Utilities,Utilities - Renewable,Brookfield Renewable Corporation,EQUITY,success
193,ALA,AltaGas Ltd.,16.34B,52.91,0.90%,12.71B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ALA.TO,Energy,Oil & Gas Midstream,AltaGas Ltd.,EQUITY,success
194,ATZ,Aritzia Inc.,16.17B,141.25,1.25%,3.41B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ATZ.TO,Consumer Cyclical,Apparel Retail,Aritzia Inc.,EQUITY,success
195,IAG,iA Financial Corporation Inc.,15.77B,177.25,0.94%,9.11B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IAG.TO,Financial Services,Insurance - Diversified,iA Financial Corporation Inc.,EQUITY,success
196,ATRL,AtkinsRÃ©alis Group Inc.,15.55B,95.07,-0.25%,11.00B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ATRL.TO,Industrials,Engineering & Construction,AtkinsRéalis Group Inc.,EQUITY,success
197,X,TMX Group Limited,15.51B,56.68,1.25%,1.72B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,X.TO,Financial Services,Financial Data & Stock Exchanges,TMX Group Limited,EQUITY,success
198,IVN,Ivanhoe Mines Ltd.,15.16B,10.69,0.56%,605.51M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IVN.TO,Basic Materials,Other Industrial Metals & Mining,Ivanhoe Mines Ltd.,EQUITY,success
199,TFII,TFI International Inc.,15.04B,182.89,-0.07%,10.98B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TFII.TO,Industrials,Trucking,TFI International Inc.,EQUITY,success
200,EQX,Equinox Gold Corp.,14.91B,18.86,-0.21%,2.49B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EQX.TO,Basic Materials,Gold,Equinox Gold Corp.,EQUITY,success
201,GIL,Gildan Activewear Inc.,14.63B,80.46,1.85%,5.65B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GIL.TO,Consumer Cyclical,Apparel Manufacturing,Gildan Activewear Inc.,EQUITY,success
202,CCL.A,CCL Industries Inc.,14.37B,84.49,-0.59%,7.66B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CCL-A.TO,Consumer Cyclical,Packaging & Containers,CCL Industries Inc.,EQUITY,success
203,CCL.B,CCL Industries Inc.,14.37B,83.72,0.71%,7.66B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CCL-B.TO,Consumer Cyclical,Packaging & Containers,CCL Industries Inc.,EQUITY,success
204,STN,Stantec Inc.,14.14B,123.25,-0.60%,6.49B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,STN.TO,Industrials,Engineering & Construction,Stantec Inc.,EQUITY,success
205,CU,Canadian Utilities Limited,13.26B,48.58,-0.27%,3.69B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CU.TO,Utilities,Utilities - Diversified,Canadian Utilities Limited,EQUITY,success
206,AG,First Majestic Silver Corp.,13.05B,26.34,-0.34%,1.72B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AG.TO,Basic Materials,Silver,First Majestic Silver Corp.,EQUITY,success
207,IMG,IAMGOLD Corporation,12.94B,22.28,0.27%,3.91B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,IMG.TO,Basic Materials,Gold,IAMGOLD Corporation,EQUITY,success
208,FTT,Finning International Inc.,12.92B,99.12,0.24%,10.59B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FTT.TO,Industrials,Industrial Distribution,Finning International Inc.,EQUITY,success
209,QBR.A,Quebecor Inc.,12.81B,57,-,5.68B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,QBR-A.TO,Communication Services,Telecom Services,Quebecor Inc.,EQUITY,success
210,QBR.B,Quebecor Inc.,12.81B,56.61,-0.07%,5.68B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,QBR-B.TO,Communication Services,Telecom Services,Quebecor Inc.,EQUITY,success
211,EFN,Element Fleet Management Corp.,12.23B,31.41,1.98%,3.18B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EFN.TO,Industrials,Rental & Leasing Services,Element Fleet Management Corp.,EQUITY,success
212,KEY,Keyera Corp.,12.15B,51.24,-3.27%,6.85B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KEY.TO,Energy,Oil & Gas Midstream,Keyera Corp.,EQUITY,success
213,HUT,Hut 8 Corp.,11.78B,106.69,0.40%,322.37M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HUT.TO,Financial Services,Capital Markets,Hut 8 Corp.,EQUITY,success
214,HBM,Hudbay Minerals Inc.,11.77B,30.38,2.50%,3.31B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,HBM.TO,Basic Materials,Copper,Hudbay Minerals Inc.,EQUITY,success
215,CAE,CAE Inc.,11.33B,35.73,1.48%,4.86B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CAE.TO,Industrials,Aerospace & Defense,CAE Inc.,EQUITY,success
216,NXE,NexGen Energy Ltd.,11.20B,16.76,-1.09%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NXE.TO,Energy,Uranium,NexGen Energy Ltd.,EQUITY,success
217,CGG,China Gold International Resources Corp. Ltd.,11.19B,28.69,1.67%,1.80B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CGG.TO,Basic Materials,Other Precious Metals & Mining,China Gold International Resources Corp. Ltd.,EQUITY,success
218,GMIN,G Mining Ventures Corp.,11.17B,48,2.13%,796.16M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GMIN.TO,Basic Materials,Gold,G Mining Ventures Corp.,EQUITY,success
219,DPM,DPM Metals Inc.,10.52B,44.21,-0.07%,1.30B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DPM.TO,Basic Materials,Gold,DPM Metals Inc.,EQUITY,success
220,EMP.A,Empire Company Limited,10.37B,46.04,-1.37%,31.86B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EMP-A.TO,Consumer Defensive,Grocery Stores,Empire Company Limited,EQUITY,success
221,CPX,Capital Power Corporation,10.22B,65.03,-0.45%,3.84B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CPX.TO,Utilities,Utilities - Independent Power Producers,Capital Power Corporation,EQUITY,success
222,ELD,Eldorado Gold Corporation,10.20B,40.19,2.66%,2.79B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ELD.TO,Basic Materials,Gold,Eldorado Gold Corporation,EQUITY,success
223,SOBO,South Bow Corporation,9.99B,47.91,-,2.72B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SOBO.TO,Energy,Oil & Gas Midstream,South Bow Corporation,EQUITY,success
224,CTC,"Canadian Tire Corporation, Limited",9.91B,238,5.78%,16.32B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CTC.TO,Consumer Cyclical,Specialty Retail,"Canadian Tire Corporation, Limited",EQUITY,success
225,CTC.A,"Canadian Tire Corporation, Limited",9.91B,187.5,0.94%,16.32B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CTC-A.TO,Consumer Cyclical,Specialty Retail,"Canadian Tire Corporation, Limited",EQUITY,success
226,SCR,Strathcona Resources Ltd.,9.67B,44.42,-1.55%,3.77B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SCR.TO,Energy,Oil & Gas E&P,Strathcona Resources Ltd.,EQUITY,success
227,BBUC,Brookfield Business Corporation,9.55B,46.43,0.61%,37.65B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BBUC.TO,Industrials,Conglomerates,Brookfield Business Corporation,EQUITY,success
228,GRGD,Groupe Dynamite Inc.,9.55B,87.65,0.68%,1.31B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GRGD.TO,Consumer Cyclical,Apparel Retail,Groupe Dynamite Inc.,EQUITY,success
229,OR,OR Royalties Inc.,9.21B,49.33,0.37%,380.31M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OR.TO,Basic Materials,Gold,OR Royalties Inc.,EQUITY,success
230,OGC,OceanaGold Corporation,9.11B,40.42,-0.47%,2.60B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OGC.TO,Basic Materials,Gold,OceanaGold Corporation,EQUITY,success
231,TFPM,Triple Flag Precious Metals Corp.,8.82B,42.72,0.05%,532.96M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TFPM.TO,Basic Materials,Other Precious Metals & Mining,Triple Flag Precious Metals Corp.,EQUITY,success
232,ONEX,Onex Corporation,8.69B,115.03,0.89%,1.19B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ONEX.TO,Financial Services,Asset Management,Onex Corporation,EQUITY,success
233,DSG,The Descartes Systems Group Inc.,8.63B,99.24,-1.09%,988.81M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DSG.TO,Technology,Software - Application,The Descartes Systems Group Inc.,EQUITY,success
234,SSRM,SSR Mining Inc.,8.35B,38.63,0.16%,2.23B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SSRM.TO,Basic Materials,Gold,SSR Mining Inc.,EQUITY,success
235,CS,Capstone Copper Corp.,8.28B,11.01,1.57%,3.46B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CS.TO,Basic Materials,Copper,Capstone Copper Corp.,EQUITY,success
236,DFY,Definity Financial Corporation,8.04B,66.73,-0.51%,4.71B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DFY.TO,Financial Services,Insurance - Property & Casualty,Definity Financial Corporation,EQUITY,success
237,FSV,FirstService Corporation,8.01B,172.3,-1.11%,7.77B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FSV.TO,Real Estate,Real Estate Services,FirstService Corporation,EQUITY,success
238,PSK,PrairieSky Royalty Ltd.,7.98B,34.16,-0.44%,446.70M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PSK.TO,Energy,Oil & Gas E&P,PrairieSky Royalty Ltd.,EQUITY,success
239,BLCO,Bausch + Lomb Corporation,7.90B,21.82,-1.62%,7.27B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BLCO.TO,Healthcare,Medical Instruments & Supplies,Bausch + Lomb Corporation,EQUITY,success
240,OTEX,Open Text Corporation,7.85B,31.75,0.86%,7.10B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OTEX.TO,Technology,Software - Application,Open Text Corporation,EQUITY,success
241,BTO,B2Gold Corp.,7.80B,5.82,-0.17%,4.20B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BTO.TO,Basic Materials,Gold,B2Gold Corp.,EQUITY,success
242,ACO.X,ATCO Ltd.,7.66B,68.37,0.43%,5.14B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ACO-X.TO,Utilities,Utilities - Diversified,ATCO Ltd.,EQUITY,success
243,AII,Almonty Industries Inc.,7.55B,27.42,3.12%,32.51M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AII.TO,Basic Materials,Other Industrial Metals & Mining,Almonty Industries Inc.,EQUITY,success
244,EFR,Energy Fuels Inc.,7.30B,29.75,1.12%,90.39M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EFR.TO,Energy,Uranium,Energy Fuels Inc.,EQUITY,success
245,CIGI,Colliers International Group Inc.,7.15B,133.38,-4.72%,7.62B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CIGI.TO,Real Estate,Real Estate Services,Colliers International Group Inc.,EQUITY,success
246,CSH.UN,Chartwell Retirement Residences,7.10B,22.3,1.83%,1.11B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CSH-UN.TO,Real Estate,REIT - Healthcare Facilities,Chartwell Retirement Residences,EQUITY,success
247,PRU,Perseus Mining Limited,7.05B,5.29,2.32%,1.75B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PRU.TO,Basic Materials,Gold,Perseus Mining Limited,EQUITY,success
248,MX,Methanex Corporation,6.84B,89.4,1.17%,5.12B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MX.TO,Basic Materials,Chemicals,Methanex Corporation,EQUITY,success
249,DSV,Discovery Silver Corp.,6.67B,8.3,0.85%,895.63M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DSV.TO,Basic Materials,Silver,Discovery Silver Corp.,EQUITY,success
250,AQN,Algonquin Power & Utilities Corp.,6.55B,8.55,0.29%,3.34B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AQN.TO,Utilities,Utilities - Diversified,Algonquin Power & Utilities Corp.,EQUITY,success
251,WFG,West Fraser Timber Co. Ltd.,6.34B,82.33,1.63%,7.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WFG.TO,Basic Materials,Lumber & Wood Production,West Fraser Timber Co. Ltd.,EQUITY,success
252,REI.UN,RioCan Real Estate Investment Trust,6.31B,21.67,-0.05%,1.36B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,REI-UN.TO,Real Estate,REIT - Retail,RioCan Real Estate Investment Trust,EQUITY,success
253,TVE,Tamarack Valley Energy Ltd.,6.19B,12.77,-0.47%,1.35B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TVE.TO,Energy,Oil & Gas E&P,Tamarack Valley Energy Ltd.,EQUITY,success
254,BIPC,Brookfield Infrastructure Corporation,6.18B,51.63,2.28%,5.06B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BIPC.TO,Utilities,Utilities - Regulated Gas,Brookfield Infrastructure Corporation,EQUITY,success
255,OLA,Orla Mining Ltd.,6.11B,18.08,2.26%,1.45B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,OLA.TO,Basic Materials,Gold,Orla Mining Ltd.,EQUITY,success
256,NPI,Northland Power Inc.,6.04B,23.31,0.91%,2.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NPI.TO,Utilities,Utilities - Renewable,Northland Power Inc.,EQUITY,success
257,KNT,K92 Mining Inc.,5.87B,24.02,0.29%,816.16M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,KNT.TO,Basic Materials,Gold,K92 Mining Inc.,EQUITY,success
258,ELF,E-L Financial Corporation Limited,5.87B,17.1,0.88%,3.39B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ELF.TO,Financial Services,Insurance - Life,E-L Financial Corporation Limited,EQUITY,success
259,ATH,Athabasca Oil Corporation,5.86B,12.07,-0.33%,1.31B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ATH.TO,Energy,Oil & Gas E&P,Athabasca Oil Corporation,EQUITY,success
260,MDA,MDA Space Ltd.,5.84B,41.19,-2.14%,1.63B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MDA.TO,Industrials,Aerospace & Defense,MDA Space Ltd.,EQUITY,success
261,XNDU,Xanadu Quantum Technologies Limited,5.69B,19.06,-61.02%,6.33M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,XNDU.TO,Technology,Software - Infrastructure,Xanadu Quantum Technologies Limited,EQUITY,success
262,GRT.UN,Granite Real Estate Investment Trust,5.68B,93.41,-0.28%,617.89M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GRT-UN.TO,Real Estate,REIT - Industrial,Granite Real Estate Investment Trust,EQUITY,success
263,EIF,Exchange Income Corporation,5.62B,101.01,1.27%,3.28B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,EIF.TO,Industrials,Airlines,Exchange Income Corporation,EQUITY,success
264,CAR.UN,Canadian Apartment Properties Real Estate Investment Trust,5.62B,36.3,0.08%,1.00B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CAR-UN.TO,Real Estate,REIT - Residential,Canadian Apartment Properties Real Estate Investment Trust,EQUITY,success
265,LNR,Linamar Corporation,5.41B,90.05,-1.23%,10.23B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,LNR.TO,Consumer Cyclical,Auto Parts,Linamar Corporation,EQUITY,success
266,PDN,Paladin Energy Ltd,5.41B,11.89,2.32%,327.38M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PDN.TO,Energy,Uranium,Paladin Energy Ltd,EQUITY,success
267,MAU,Montage Gold Corp.,5.39B,13.37,-0.04%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,MAU.TO,Basic Materials,Gold,Montage Gold Corp.,EQUITY,success
268,DOO,BRP Inc.,5.38B,73.12,0.21%,8.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DOO.TO,Consumer Cyclical,Recreational Vehicles,BRP Inc.,EQUITY,success
269,AC,Air Canada,5.36B,18.46,0.87%,22.96B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AC.TO,Industrials,Airlines,Air Canada,EQUITY,success
270,NGEX,NGEx Minerals Ltd.,5.30B,25.17,3.07%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NGEX.TO,Basic Materials,Other Industrial Metals & Mining,NGEx Minerals Ltd.,EQUITY,success
271,PEY,Peyto Exploration & Development Corp.,5.24B,25.58,0.08%,1.07B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,PEY.TO,Energy,Oil & Gas E&P,Peyto Exploration & Development Corp.,EQUITY,success
272,GEI,Gibson Energy Inc.,5.21B,28.5,-5.57%,10.70B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,GEI.TO,Energy,Oil & Gas Midstream,Gibson Energy Inc.,EQUITY,success
273,TXG,Torex Gold Resources Inc.,5.18B,56.18,1.37%,1.79B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TXG.TO,Basic Materials,Gold,Torex Gold Resources Inc.,EQUITY,success
274,TA,TransAlta Corporation,5.10B,17.07,-0.47%,2.41B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TA.TO,Utilities,Utilities - Independent Power Producers,TransAlta Corporation,EQUITY,success
275,BTE,Baytex Energy Corp.,5.10B,7.01,0.79%,1.48B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,BTE.TO,Energy,Oil & Gas E&P,Baytex Energy Corp.,EQUITY,success
276,CHP.UN,Choice Properties Real Estate Investment Trust,5.06B,15.44,0.13%,1.52B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,CHP-UN.TO,Real Estate,REIT - Retail,Choice Properties Real Estate Investment Trust,EQUITY,success
277,WGX,Westgold Resources Limited,5.02B,5.27,1.74%,1.81B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,WGX.TO,Basic Materials,Gold,,EQUITY,success
278,FCR.UN,First Capital Real Estate Investment Trust,4.97B,23.42,0.26%,714.05M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,FCR-UN.TO,Real Estate,REIT - Retail,First Capital Real Estate Investment Trust,EQUITY,success
279,ARIS,Aris Mining Corporation,4.91B,23.88,0.25%,1.27B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,ARIS.TO,Basic Materials,Gold,Aris Mining Corporation,EQUITY,success
280,TPZ,Topaz Energy Corp.,4.88B,31.9,1.14%,336.50M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,TPZ.TO,Energy,Oil & Gas Midstream,Topaz Energy Corp.,EQUITY,success
281,SKE,Skeena Resources Limited,4.87B,40.01,0.02%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SKE.TO,Basic Materials,Other Industrial Metals & Mining,Skeena Resources Limited,EQUITY,success
282,AAUC,Allied Gold Corporation,4.85B,39.39,2.31%,1.83B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,AAUC.TO,Basic Materials,Gold,Allied Gold Corporation,EQUITY,success
283,SES,SECURE Waste Infrastructure Corp.,4.81B,21.64,-1.95%,1.48B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,SES.TO,Industrials,Waste Management,SECURE Waste Infrastructure Corp.,EQUITY,success
284,NG,NovaGold Resources Inc.,4.76B,10.86,0.18%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,NG.TO,Basic Materials,Gold,NovaGold Resources Inc.,EQUITY,success
285,DML,Denison Mines Corp.,4.62B,5.03,-1.57%,4.92M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/,DML.TO,Energy,Uranium,Denison Mines Corp.,EQUITY,success
